"Name","Team","Pos","Inn","rSZ","rCERA","rSB","rGDP","rARM","rGFP","rPM","rTS","DRS","ARM","DPR","RngR","ErrR","UZR","UZR/150","FRM","OAA","RAA","Def","playerid"
"Jose Miranda","MIN","1B","267.2","0","","","0","","-1","-2","","-3","","","-0.7","0.6","-0.1","-0.4","","-2","-2","-3.8","20538"
"Connor Joe","COL","RF","123.0","0","","","","-1","0","-4","","-5","-0.2","","-2.5","0.2","-2.5","-25.0","","-4","-3","-3.8","16572"
"Ronald Acuna Jr.","ATL","RF","443.1","0","","","","0","-1","-2","","-3","0.5","","0.0","-0.2","0.4","1.1","","-3","-3","-4.0","18401"
"Christian Arroyo","BOS","RF","108.0","0","","","","-1","0","-4","","-5","-0.2","","-1.9","0.1","-2.0","-25.7","","-4","-3","-4.0","16434"
"Randal Grichuk","COL","CF","242.1","0","","","","-2","2","-3","","-3","-1.5","","1.4","0.1","0.1","-0.7","","-2","-2","-4.0","10243"
"Austin Nola","SDP","C","486.2","-4","1","-3","","","0","","","-4","","","","","","","-5.3","","","-4.1","15941"
"Bobby Dalbec","BOS","1B","516.1","0","","","0","","-2","-2","","-5","","-0.1","-0.5","2.2","1.5","3.0","","0","0","-4.2","19966"
"Victor Reyes","DET","RF","192.0","0","","","","-1","-1","-2","","-4","-2.3","","0.5","0.0","-1.8","-10.4","","-1","-1","-4.2","15487"
"Dee Strange-Gordon","WSN","SS","103.0","0","","","1","","0","-6","","-5","","0.4","0.4","-0.9","0.0","-4.7","","-7","-5","-4.3","8203"
"Marcell Ozuna","ATL","LF","341.0","0","","","","0","0","-4","","-4","-1.2","","-2.1","0.1","-3.2","-12.6","","-2","-2","-4.3","10324"
"Randal Grichuk","COL","RF","436.2","0","","","","-1","-1","3","","1","-2.1","","1.3","0.2","-0.7","-1.9","","-1","-1","-4.3","10243"
"Joey Gallo","NYY","LF","350.1","0","","","","1","-1","-4","","-4","0.5","","-3.9","-0.5","-3.9","-20.7","","-4","-4","-4.4","14128"
"Jonathan Villar","CHC","2B","225.0","0","","","0","","1","-8","","-7","","-0.6","-0.5","-1.4","-2.6","-12.6","","-5","-4","-4.4","10071"
"Seth Brown","OAK","1B","444.1","0","","","0","","-1","-1","","-2","","0.0","-0.8","-0.4","-1.2","-4.6","","-1","-1","-4.4","18171"
"Robbie Grossman","DET","RF","277.2","0","","","","-2","0","2","","0","-2.4","","0.9","0.4","-1.0","-6.8","","-1","-1","-4.5","5254"
"Juan Yepez","STL","LF","142.0","0","","","","1","0","-4","","-3","-0.1","","0.1","-1.5","-1.4","-14.6","","-5","-4","-4.5","18400"
"Jonathan Villar","- - -","3B","203.1","0","","","0","","-1","-4","","-5","","-0.1","1.4","-3.5","-2.2","-14.9","","-7","-5","-4.6","10071"
"Alfonso Rivas","CHC","1B","423.1","0","","","0","","0","1","","2","","","-1.6","0.5","-1.1","-3.6","","-2","-1","-4.8","21560"
"Jo Adell","LAA","LF","141.0","0","","","","-1","1","-4","","-4","-1.0","","-2.5","-0.4","-3.9","-45.3","","-4","-3","-4.8","20220"
"Yadiel Hernandez","WSN","LF","487.0","0","","","","1","0","-3","","-2","-0.5","","-1.2","-0.4","-2.1","-6.9","","-3","-3","-4.8","19334"
"Raimel Tapia","TOR","RF","199.2","0","","","","-1","-1","-3","","-5","-1.7","","-0.6","-0.3","-2.7","-16.2","","-3","-2","-4.9","14350"
"Charlie Culberson","TEX","3B","151.0","0","","","0","","-1","-2","","-3","","-0.2","-1.4","-2.9","-4.5","-38.2","","-7","-5","-5.0","3298"
"Ben Gamel","PIT","LF","379.0","0","","","","-3","1","-3","","-5","-1.5","","3.5","0.1","2.2","8.1","","-3","-3","-5.1","12160"
"Lourdes Gurriel Jr.","TOR","LF","610.2","0","","","","2","2","-1","","3","-2.5","","-1.2","0.1","-3.5","-8.0","","-1","-1","-5.1","19238"
"Riley Adams","WSN","C","202.2","-3","1","-2","","","-1","","","-4","","","","","","","-4.9","","","-5.2","19864"
"Spencer Torkelson","DET","1B","691.0","0","","","-1","","-2","-2","","-4","","-0.1","0.5","1.0","1.5","4.6","","1","0","-5.2","27465"
"C.J. Cron","COL","1B","686.0","0","","","0","","0","5","","5","","-0.1","0.5","2.2","2.6","3.1","","0","0","-5.3","12546"
"Darin Ruf","SFG","LF","140.1","0","","","","-2","0","-5","","-7","-1.4","","-1.4","0.1","-2.7","-35.7","","-4","-4","-5.3","9929"
"Jared Walsh","LAA","1B","726.2","0","","","-1","","0","0","","-1","","-0.1","1.2","-0.2","0.8","1.6","","0","0","-5.6","18607"
"Brandon Belt","SFG","1B","336.2","0","","","0","","0","0","","0","","0.0","0.8","0.0","0.8","3.6","","-4","-3","-5.7","10264"
"Josh Bell","WSN","1B","838.0","0","","","0","","-1","2","","2","","0.1","0.6","-2.2","-1.6","-3.6","","1","1","-5.8","13145"
"Bryan Reynolds","PIT","CF","646.0","0","","","","-1","0","-5","","-6","0.0","","-3.3","0.9","-2.4","-4.9","","-5","-4","-5.8","19326"
"Kyle Schwarber","PHI","LF","754.1","0","","","","-1","-1","-5","","-7","0.4","","-3.7","0.3","-3.0","-7.6","","-5","-4","-5.9","16478"
"Brad Miller","TEX","LF","199.0","0","","","","-2","0","-1","","-3","-1.9","","-2.1","0.3","-3.8","-25.9","","-4","-4","-6.2","12775"
"MJ Melendez","KCR","C","362.0","-6","-4","0","","","-4","","","-12","","","","","","","-9.3","","","-6.2","22197"
"Christian Yelich","MIL","LF","583.2","0","","","","-2","0","0","","-2","-1.9","","3.7","0.5","2.3","5.6","","-3","-3","-6.2","11477"
"Calvin Mitchell","PIT","RF","239.0","0","","","","0","0","1","","1","-2.4","","-0.1","0.2","-2.4","-12.6","","-3","-3","-6.4","22169"
"Gavin Sheets","CHW","RF","294.0","0","","","","-3","0","-4","","-7","-2.6","","-2.4","-1.1","-6.0","-34.0","","-3","-3","-6.4","19901"
"Andrew Vaughn","CHW","LF","149.1","0","","","","1","0","-5","","-4","-0.6","","-1.9","0.2","-2.2","-17.4","","-6","-5","-6.4","26197"
"Rhys Hoskins","PHI","1B","796.0","0","","","0","","0","3","","3","","0.3","1.0","-1.2","0.1","-0.1","","-1","-1","-6.5","16472"
"Eric Hosmer","SDP","1B","720.1","0","","","0","","1","-3","","-2","","0.0","-1.8","-1.0","-2.8","-5.9","","-1","-1","-6.7","3516"
"Anthony Santander","BAL","LF","235.0","0","","","","0","-2","-5","","-7","-2.2","","-3.4","-0.2","-5.8","-29.0","","-4","-4","-6.7","14551"
"Freddie Freeman","LAD","1B","835.1","0","","","0","","2","-2","","0","","0.0","-0.3","-0.9","-1.2","-3.5","","0","0","-6.7","5361"
"Kolten Wong","MIL","2B","589.2","0","","","-2","","0","-2","","-4","","-0.8","-0.3","-3.5","-4.5","-10.4","","-9","-7","-6.9","12532"
"Robinson Chirinos","BAL","C","368.1","-7","0","0","","","0","","","-6","","","","","","","-10.1","","","-6.9","3142"
"Jesse Winker","SEA","LF","671.2","0","","","","0","-1","-10","","-11","0.4","","-3.9","0.7","-2.8","-4.9","","-6","-6","-7.1","13590"
"Ty France","SEA","1B","671.1","0","","","0","","2","0","","2","","0.0","-0.9","0.9","-0.1","-0.3","","-3","-2","-7.4","17982"
"Rowdy Tellez","MIL","1B","700.2","0","","","0","","0","-2","","-3","","0.1","-0.5","1.9","1.6","2.9","","-3","-2","-7.7","15679"
"Matt Olson","ATL","1B","879.1","0","","","0","","-2","3","","1","","0.2","-0.4","-1.6","-1.8","-3.5","","-2","-1","-8.0","14344"
"Joc Pederson","SFG","LF","419.2","0","","","","-3","0","-1","","-4","-4.5","","-2.2","0.2","-6.5","-22.7","","-3","-2","-8.0","11899"
"Anthony Rizzo","NYY","1B","716.1","0","","","0","","1","-5","","-4","","-0.1","0.4","-0.2","0.0","0.1","","-3","-2","-8.1","3473"
"Pete Alonso","NYM","1B","632.2","0","","","0","","1","-2","","-1","","-0.2","-0.6","0.4","-0.4","-0.6","","-4","-3","-8.1","19251"
"Starling Marte","NYM","RF","679.2","0","","","","1","1","4","","6","-3.4","","-1.1","0.8","-3.8","-7.9","","-3","-3","-8.5","9241"
"Paul Goldschmidt","STL","1B","678.2","0","","","0","","2","-2","","0","","-0.2","0.1","1.8","1.7","2.9","","-5","-4","-9.1","9218"
"Yuli Gurriel","HOU","1B","736.2","0","","","0","","1","-2","","-1","","0.2","-0.4","-0.7","-0.9","-1.8","","-5","-4","-9.3","19198"
"Joey Votto","CIN","1B","512.1","0","","","0","","1","0","","0","","0.2","-0.7","1.1","0.6","1.4","","-9","-7","-10.5","4314"
"Juan Soto","WSN","RF","804.0","0","","","","0","0","-3","","-3","-0.5","","-3.0","0.6","-2.9","-5.2","","-9","-8","-11.3","20123"
"Nick Castellanos","PHI","RF","705.2","0","","","","-3","-1","-8","","-12","-4.4","","-3.2","0.8","-6.7","-14.6","","-7","-7","-13.6","11737"
"Nathaniel Lowe","TEX","1B","769.2","0","","","0","","0","-7","","-7","","-0.3","0.5","-0.7","-0.5","-0.9","","-10","-7","-13.6","19566"
"Adam Wainwright","STL","P","116.1","1","","1","","","0","1","","2","","","","","","","0.6","","","","2233"
"Charlie Morton","ATL","P","105.0","0","","1","","","0","-1","","0","","","","","","","0.2","","","","4676"
"Madison Bumgarner","ARI","P","104.1","1","","-1","","","-1","0","","-2","","","","","","","0.1","","","","5524"
"Carlos Carrasco","NYM","P","104.0","0","","0","","","0","-1","","-1","","","","","","","0.5","","","","6632"
"Martin Perez","TEX","P","118.0","1","","0","","","-1","-1","","-2","","","","","","","0.9","","","","6902"
"Jordan Lyles","BAL","P","112.2","1","","0","","","0","-1","","-1","","","","","","","-0.8","","","","7593"
"Justin Verlander","HOU","P","116.1","0","","0","","","0","0","","0","","","","","","","-0.5","","","","8700"
"Patrick Corbin","WSN","P","104.2","0","","0","","","0","0","","0","","","","","","","-1.4","","","","9323"
"Miles Mikolas","STL","P","125.1","0","","0","","","0","-1","","-1","","","","","","","-0.6","","","","9803"
"Kyle Gibson","PHI","P","101.2","-1","","1","","","0","-1","","1","","","","","","","-0.4","","","","10123"
"Zack Wheeler","PHI","P","106.2","0","","1","","","0","1","","2","","","","","","","-0.2","","","","10310"
"Merrill Kelly","ARI","P","118.1","-1","","0","","","0","0","","0","","","","","","","0.1","","","","11156"
"Robbie Ray","SEA","P","120.0","-1","","0","","","0","0","","0","","","","","","","0.2","","","","11486"
"Jameson Taillon","NYY","P","103.0","0","","0","","","0","2","","2","","","","","","","1.8","","","","11674"
"Chris Bassitt","NYM","P","109.0","1","","1","","","0","0","","1","","","","","","","0.7","","","","12304"
"Tyler Anderson","LAD","P","103.1","0","","0","","","0","2","","3","","","","","","","0.1","","","","12880"
"Joe Musgrove","SDP","P","109.1","0","","0","","","0","0","","0","","","","","","","-1.1","","","","12970"
"Yu Darvish","SDP","P","115.1","0","","-1","","","0","-1","","-2","","","","","","","-1.2","","","","13074"
"Gerrit Cole","NYY","P","119.1","1","","0","","","0","1","","1","","","","","","","2.5","","","","13125"
"Max Fried","ATL","P","125.1","0","","1","","","0","0","","1","","","","","","","0.9","","","","13743"
"Chris Flexen","SEA","P","105.2","1","","0","","","0","-1","","-1","","","","","","","0.4","","","","13896"
"Jose Berrios","TOR","P","101.2","1","","1","","","0","0","","1","","","","","","","0.7","","","","14168"
"Paul Blackburn","OAK","P","101.1","0","","-1","","","0","0","","-1","","","","","","","0.5","","","","14739"
"Julio Urias","LAD","P","102.2","-1","","1","","","0","-1","","0","","","","","","","0.4","","","","14765"
"German Marquez","COL","P","103.2","0","","0","","","0","1","","2","","","","","","","-0.7","","","","15038"
"Nick Pivetta","BOS","P","113.2","1","","0","","","0","0","","0","","","","","","","-0.3","","","","15454"
"Marco Gonzales","SEA","P","106.0","1","","0","","","0","-1","","-1","","","","","","","0.0","","","","15467"
"Brad Keller","KCR","P","101.2","-1","","0","","","0","-1","","-1","","","","","","","-1.3","","","","15734"
"Sean Manaea","SDP","P","104.0","-1","","0","","","0","-3","","-3","","","","","","","-0.6","","","","15873"
"Carlos Rodon","SFG","P","110.0","0","","-2","","","0","0","","-2","","","","","","","-0.2","","","","16137"
"Aaron Nola","PHI","P","126.2","0","","1","","","0","1","","2","","","","","","","-0.3","","","","16149"
"Kyle Freeland","COL","P","108.2","0","","-1","","","0","0","","-2","","","","","","","-0.9","","","","16256"
"Jordan Montgomery","NYY","P","108.1","0","","0","","","0","1","","1","","","","","","","1.8","","","","16511"
"Pablo Lopez","MIA","P","109.0","1","","0","","","0","1","","1","","","","","","","-0.6","","","","17085"
"Framber Valdez","HOU","P","121.2","-2","","0","","","0","1","","1","","","","","","","-0.4","","","","17295"
"JT Brubaker","PIT","P","100.0","0","","1","","","0","1","","2","","","","","","","0.3","","","","17578"
"Nestor Cortes","NYY","P","101.2","0","","1","","","0","-1","","0","","","","","","","1.6","","","","17874"
"Logan Webb","SFG","P","123.2","0","","0","","","0","0","","0","","","","","","","-0.3","","","","17995"
"Triston McKenzie","CLE","P","107.0","-1","","0","","","-1","1","","1","","","","","","","0.2","","","","18000"
"Jose Urquidy","HOU","P","100.2","0","","0","","","0","-1","","-2","","","","","","","-0.3","","","","18413"
"Dylan Cease","CHW","P","110.2","1","","0","","","0","-1","","-1","","","","","","","1.1","","","","18525"
"Sandy Alcantara","MIA","P","144.1","0","","-1","","","0","0","","-1","","","","","","","-0.9","","","","18684"
"Cole Irvin","OAK","P","102.1","-1","","1","","","0","1","","2","","","","","","","0.0","","","","19244"
"Zac Gallen","ARI","P","100.2","0","","1","","","0","0","","1","","","","","","","0.0","","","","19291"
"Cal Quantrill","CLE","P","105.2","0","","-1","","","0","0","","-1","","","","","","","0.3","","","","19312"
"Eric Lauer","MIL","P","100.2","-1","","0","","","0","0","","0","","","","","","","0.6","","","","19316"
"Corbin Burnes","MIL","P","118.2","1","","1","","","0","1","","2","","","","","","","0.7","","","","19361"
"Shane Bieber","CLE","P","111.2","1","","0","","","0","1","","1","","","","","","","0.6","","","","19427"
"Kyle Wright","ATL","P","116.0","0","","1","","","0","1","","2","","","","","","","0.2","","","","19665"
"Shane McClanahan","TBR","P","110.2","0","","1","","","0","-2","","-1","","","","","","","0.3","","","","21483"
"Logan Gilbert","SEA","P","117.0","0","","0","","","0","1","","0","","","","","","","0.8","","","","22250"
"Tarik Skubal","DET","P","106.2","0","","2","","","0","-2","","0","","","","","","","-0.2","","","","22267"
"Alek Manoah","TOR","P","120.2","-1","","0","","","0","-1","","-1","","","","","","","1.0","","","","26410"
